profile_id,device_info,os,browser,screen,device_type
Windows | UnknownOS | chrome 62.0 | UnknownScreen,Windows,nan,chrome 62.0,nan,desktop
SM-G925I Build/MMB29K | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G925I Build/MMB29K,nan,chrome 65.0 for android,nan,mobile
LG-M153 Build/MXB48T | UnknownOS | chrome 65.0 for android | UnknownScreen,LG-M153 Build/MXB48T,nan,chrome 65.0 for android,nan,mobile
LG-H320 Build/LRX21Y | UnknownOS | other | UnknownScreen,LG-H320 Build/LRX21Y,nan,other,nan,mobile
SM-A500M Build/LRX22G | UnknownOS | chrome 52.0 for android | UnknownScreen,SM-A500M Build/LRX22G,nan,chrome 52.0 for android,nan,mobile
SM-G955U Build/NRD90M | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G955U Build/NRD90M,nan,chrome 65.0 for android,nan,mobile
BLU | UnknownOS | chrome 65.0 for android | UnknownScreen,BLU,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 7 | chrome 65.0 | 1280x1024,Windows,Windows 7,chrome 65.0,1280x1024,desktop
LG-H500 Build/LRX21Y | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-H500 Build/LRX21Y,nan,chrome 64.0 for android,nan,mobile
MacOS | Mac OS X 10_13_3 | safari generic | 1440x900,MacOS,Mac OS X 10_13_3,safari generic,1440x900,desktop
Windows | Windows 10 | chrome 65.0 | 1680x1050,Windows,Windows 10,chrome 65.0,1680x1050,desktop
HUAWEI VNS-L53 Build/HUAWEIVNS-L53 | UnknownOS | other | UnknownScreen,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,nan,other,nan,mobile
SM-T580 Build/NRD90M | Android 7.0 | chrome 65.0 for android | 1920x1200,SM-T580 Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1200,mobile
MotoE2 Build/LPCS23.13-56-5 | UnknownOS | chrome 52.0 for android | UnknownScreen,MotoE2 Build/LPCS23.13-56-5,nan,chrome 52.0 for android,nan,mobile
BLU ENERGY X PLUS Build/LRX21M | UnknownOS | chrome 65.0 for android | UnknownScreen,BLU ENERGY X PLUS Build/LRX21M,nan,chrome 65.0 for android,nan,mobile
F3213 Build/36.0.A.2.146 | UnknownOS | chrome 65.0 for android | UnknownScreen,F3213 Build/36.0.A.2.146,nan,chrome 65.0 for android,nan,mobile
SM-N950F Build/NMF26X | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-N950F Build/NMF26X,nan,chrome 65.0 for android,nan,mobile
iOS Device | iOS 11.3.0 | mobile safari generic | 2208x1242,iOS Device,iOS 11.3.0,mobile safari generic,2208x1242,mobile
SAMSUNG SM-G965U1 Build/R16NW | UnknownOS | samsung browser 7.0 | UnknownScreen,SAMSUNG SM-G965U1 Build/R16NW,nan,samsung browser 7.0,nan,mobile
LG-D855 | UnknownOS | chrome 65.0 for android | UnknownScreen,LG-D855,nan,chrome 65.0 for android,nan,mobile
Lenovo K33b36 Build/NRD90N | UnknownOS | chrome 65.0 for android | UnknownScreen,Lenovo K33b36 Build/NRD90N,nan,chrome 65.0 for android,nan,mobile
Ilium X710 Build/MRA58K | UnknownOS | chrome 65.0 for android | UnknownScreen,Ilium X710 Build/MRA58K,nan,chrome 65.0 for android,nan,mobile
LG-H320 Build/LRX21Y | UnknownOS | chrome | UnknownScreen,LG-H320 Build/LRX21Y,nan,chrome,nan,desktop
SM-J700M Build/MMB29K | UnknownOS | chrome 56.0 for android | UnknownScreen,SM-J700M Build/MMB29K,nan,chrome 56.0 for android,nan,mobile
XT1021 Build/LPCS23.13-34.8-3 | UnknownOS | chrome 65.0 for android | UnknownScreen,XT1021 Build/LPCS23.13-34.8-3,nan,chrome 65.0 for android,nan,mobile
SM-J701M Build/NRD90M | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-J701M Build/NRD90M,nan,chrome 65.0 for android,nan,mobile
SM-E500M Build/KTU84P | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-E500M Build/KTU84P,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 10 | chrome 65.0 | 1440x900,Windows,Windows 10,chrome 65.0,1440x900,desktop
SM-G360T1 Build/LMY47X | UnknownOS | chrome 57.0 for android | UnknownScreen,SM-G360T1 Build/LMY47X,nan,chrome 57.0 for android,nan,mobile
SGH-I337M Build/LRX22C | UnknownOS | chrome 65.0 for android | UnknownScreen,SGH-I337M Build/LRX22C,nan,chrome 65.0 for android,nan,mobile
Moto G Play Build/NPIS26.48-36-2 | UnknownOS | chrome 65.0 for android | UnknownScreen,Moto G Play Build/NPIS26.48-36-2,nan,chrome 65.0 for android,nan,mobile
SM-P550 Build/NMF26X | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-P550 Build/NMF26X,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 10 | edge 16.0 | 1366x767,Windows,Windows 10,edge 16.0,1366x767,desktop
BAC-L03 Build/HUAWEIBAC-L03 | UnknownOS | chrome 65.0 for android | UnknownScreen,BAC-L03 Build/HUAWEIBAC-L03,nan,chrome 65.0 for android,nan,mobile
7055A Build/KVT49L | UnknownOS | chrome 65.0 for android | UnknownScreen,7055A Build/KVT49L,nan,chrome 65.0 for android,nan,mobile
ALP-L09 Build/HUAWEIALP-L09 | UnknownOS | chrome 65.0 for android | UnknownScreen,ALP-L09 Build/HUAWEIALP-L09,nan,chrome 65.0 for android,nan,mobile
SM-J530GM Build/NRD90M | UnknownOS | chrome 58.0 for android | UnknownScreen,SM-J530GM Build/NRD90M,nan,chrome 58.0 for android,nan,mobile
SM-J111M Build/LMY47V | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-J111M Build/LMY47V,nan,chrome 65.0 for android,nan,mobile
SAMSUNG SM-G950F Build/R16NW | UnknownOS | samsung browser 7.0 | UnknownScreen,SAMSUNG SM-G950F Build/R16NW,nan,samsung browser 7.0,nan,mobile
hi6210sft Build/MRA58K | UnknownOS | chrome 65.0 for android | UnknownScreen,hi6210sft Build/MRA58K,nan,chrome 65.0 for android,nan,mobile
MacOS | Mac OS X 10_12_6 | chrome 65.0 | 2880x1800,MacOS,Mac OS X 10_12_6,chrome 65.0,2880x1800,desktop
MacOS | Mac OS X 10_13_3 | safari generic | 2560x1600,MacOS,Mac OS X 10_13_3,safari generic,2560x1600,desktop
F5321 | UnknownOS | chrome 65.0 for android | UnknownScreen,F5321,nan,chrome 65.0 for android,nan,mobile
SM-T380 | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-T380,nan,chrome 65.0 for android,nan,mobile
LG-D855 Build/LRX21R | UnknownOS | chrome 65.0 for android | UnknownScreen,LG-D855 Build/LRX21R,nan,chrome 65.0 for android,nan,mobile
Redmi | UnknownOS | chrome 65.0 for android | UnknownScreen,Redmi,nan,chrome 65.0 for android,nan,mobile
Ilium X510 Build/MRA58K | UnknownOS | chrome 65.0 for android | UnknownScreen,Ilium X510 Build/MRA58K,nan,chrome 65.0 for android,nan,mobile
XT1064 Build/MPB24.65-34-3 | UnknownOS | chrome 65.0 for android | UnknownScreen,XT1064 Build/MPB24.65-34-3,nan,chrome 65.0 for android,nan,mobile
SM-J701M Build/NRD90M | UnknownOS | chrome 58.0 for android | UnknownScreen,SM-J701M Build/NRD90M,nan,chrome 58.0 for android,nan,mobile
F5121 Build/34.3.A.0.252 | UnknownOS | chrome 61.0 for android | UnknownScreen,F5121 Build/34.3.A.0.252,nan,chrome 61.0 for android,nan,mobile
Moto E (4) Build/NDQS26.69-64-2 | UnknownOS | chrome generic | UnknownScreen,Moto E (4) Build/NDQS26.69-64-2,nan,chrome generic,nan,desktop
SM-P600 | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-P600,nan,chrome 65.0 for android,nan,mobile
SM-J700M Build/LMY48B | UnknownOS | chrome 51.0 for android | UnknownScreen,SM-J700M Build/LMY48B,nan,chrome 51.0 for android,nan,mobile
SM-A510M Build/LMY47X | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-A510M Build/LMY47X,nan,chrome 65.0 for android,nan,mobile
Lenovo | UnknownOS | chrome 65.0 for android | UnknownScreen,Lenovo,nan,chrome 65.0 for android,nan,mobile
M4 SS4458 Build/MMB29M | UnknownOS | chrome 50.0 for android | UnknownScreen,M4 SS4458 Build/MMB29M,nan,chrome 50.0 for android,nan,mobile
G3123 Build/40.0.A.6.135 | UnknownOS | chrome 65.0 for android | UnknownScreen,G3123 Build/40.0.A.6.135,nan,chrome 65.0 for android,nan,mobile
B1-750 | UnknownOS | chrome 65.0 for android | UnknownScreen,B1-750,nan,chrome 65.0 for android,nan,mobile
5010G Build/MRA58K | UnknownOS | chrome 65.0 for android | UnknownScreen,5010G Build/MRA58K,nan,chrome 65.0 for android,nan,mobile
LG-H500 Build/LRX21Y | UnknownOS | other | UnknownScreen,LG-H500 Build/LRX21Y,nan,other,nan,mobile
Moto C Build/NRD90M.063 | UnknownOS | chrome 65.0 for android | UnknownScreen,Moto C Build/NRD90M.063,nan,chrome 65.0 for android,nan,mobile
LG-H870 Build/NRD90U | UnknownOS | chrome 65.0 for android | UnknownScreen,LG-H870 Build/NRD90U,nan,chrome 65.0 for android,nan,mobile
LT30p | UnknownOS | chrome 56.0 for android | UnknownScreen,LT30p,nan,chrome 56.0 for android,nan,mobile
E6853 Build/32.4.A.1.54 | UnknownOS | chrome 65.0 for android | UnknownScreen,E6853 Build/32.4.A.1.54,nan,chrome 65.0 for android,nan,mobile
GT-I9060M Build/KTU84P | UnknownOS | chrome 65.0 for android | UnknownScreen,GT-I9060M Build/KTU84P,nan,chrome 65.0 for android,nan,mobile
XT1609 Build/MPIS24.241-2.35-1-17 | UnknownOS | chrome 65.0 for android | UnknownScreen,XT1609 Build/MPIS24.241-2.35-1-17,nan,chrome 65.0 for android,nan,mobile
SAMSUNG SM-G570M Build/NRD90M | UnknownOS | samsung | UnknownScreen,SAMSUNG SM-G570M Build/NRD90M,nan,samsung,nan,mobile
SM-T230NU Build/KOT49H | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-T230NU Build/KOT49H,nan,chrome 65.0 for android,nan,mobile
iOS Device | iOS 11.3.0 | mobile safari generic | 1334x750,iOS Device,iOS 11.3.0,mobile safari generic,1334x750,mobile
Lenovo YT3-850M Build/MMB29M | UnknownOS | chrome 65.0 for android | UnknownScreen,Lenovo YT3-850M Build/MMB29M,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 7 | chrome 51.0 | 1366x768,Windows,Windows 7,chrome 51.0,1366x768,desktop
SM-T330NU Build/LMY47X | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-T330NU Build/LMY47X,nan,chrome 63.0 for android,nan,mobile
SM-N920V | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-N920V,nan,chrome 65.0 for android,nan,mobile
M4 SS4451 Build/LMY47D | UnknownOS | android browser 4.0 | UnknownScreen,M4 SS4451 Build/LMY47D,nan,android browser 4.0,nan,mobile
Moto | Android 7.0 | chrome generic | 1920x1080,Moto,Android 7.0,chrome generic,1920x1080,mobile
SAMSUNG SM-J710MN Build/MMB29K | UnknownOS | samsung browser 6.4 | UnknownScreen,SAMSUNG SM-J710MN Build/MMB29K,nan,samsung browser 6.4,nan,mobile
iOS Device | iOS 11.3.0 | mobile safari generic | 2048x1536,iOS Device,iOS 11.3.0,mobile safari generic,2048x1536,mobile
LM-X210(G | Android 7.1.2 | chrome generic | 1280x720,LM-X210(G,Android 7.1.2,chrome generic,1280x720,mobile
Hisense U963 Build/MRA58K | UnknownOS | other | UnknownScreen,Hisense U963 Build/MRA58K,nan,other,nan,mobile
SM-G950U Build/R16NW | Android 8.0.0 | chrome 65.0 for android | 2220x1080,SM-G950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1080,mobile
Windows | Windows 7 | firefox 59.0 | 1920x1080,Windows,Windows 7,firefox 59.0,1920x1080,desktop
MacOS | Mac OS X 10_13_2 | chrome 65.0 | 2880x1800,MacOS,Mac OS X 10_13_2,chrome 65.0,2880x1800,desktop
LG-X165g Build/LRX21M | UnknownOS | chrome 65.0 for android | UnknownScreen,LG-X165g Build/LRX21M,nan,chrome 65.0 for android,nan,mobile
LG-D680 Build/KOT49I | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-D680 Build/KOT49I,nan,chrome 64.0 for android,nan,mobile
SM-J500M Build/MMB29M | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-J500M Build/MMB29M,nan,chrome 65.0 for android,nan,mobile
S.N.O.W.4 | UnknownOS | ie 11.0 for desktop | UnknownScreen,S.N.O.W.4,nan,ie 11.0 for desktop,nan,desktop
Blade L2 Plus Build/KOT49H | UnknownOS | chrome 65.0 for android | UnknownScreen,Blade L2 Plus Build/KOT49H,nan,chrome 65.0 for android,nan,mobile
SAMSUNG-SM-G935A | UnknownOS | chrome 65.0 for android | UnknownScreen,SAMSUNG-SM-G935A,nan,chrome 65.0 for android,nan,mobile
M4 | UnknownOS | other | UnknownScreen,M4,nan,other,nan,mobile
GT-N5110 Build/JDQ39 | UnknownOS | chrome 65.0 for android | UnknownScreen,GT-N5110 Build/JDQ39,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 10 | chrome 65.0 | 3000x2000,Windows,Windows 10,chrome 65.0,3000x2000,desktop
5011A Build/NRD90M | UnknownOS | chrome 65.0 for android | UnknownScreen,5011A Build/NRD90M,nan,chrome 65.0 for android,nan,mobile
MacOS | Mac OS X 10_12_4 | safari generic | 1920x1080,MacOS,Mac OS X 10_12_4,safari generic,1920x1080,desktop
LG-K500 Build/MMB29M | UnknownOS | chrome 65.0 for android | UnknownScreen,LG-K500 Build/MMB29M,nan,chrome 65.0 for android,nan,mobile
E6833 | UnknownOS | chrome 65.0 for android | UnknownScreen,E6833,nan,chrome 65.0 for android,nan,mobile
Moto Z2 Play Build/NPSS26.118-19-4 | UnknownOS | chrome 65.0 for android | UnknownScreen,Moto Z2 Play Build/NPSS26.118-19-4,nan,chrome 65.0 for android,nan,mobile
LGMS428 | UnknownOS | chrome 65.0 for android | UnknownScreen,LGMS428,nan,chrome 65.0 for android,nan,mobile
Dream | UnknownOS | chrome 65.0 for android | UnknownScreen,Dream,nan,chrome 65.0 for android,nan,mobile
F5121 | UnknownOS | chrome 65.0 for android | UnknownScreen,F5121,nan,chrome 65.0 for android,nan,mobile
E6553 | UnknownOS | chrome 65.0 for android | UnknownScreen,E6553,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 7 | chrome 65.0 | 1920x1200,Windows,Windows 7,chrome 65.0,1920x1200,desktop
SAMSUNG SM-J710MN Build/NRD90M | UnknownOS | samsung browser 6.4 | UnknownScreen,SAMSUNG SM-J710MN Build/NRD90M,nan,samsung browser 6.4,nan,mobile
5080A Build/MRA58K | UnknownOS | chrome 60.0 for android | UnknownScreen,5080A Build/MRA58K,nan,chrome 60.0 for android,nan,mobile
SM-G800M Build/KOT49H | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G800M Build/KOT49H,nan,chrome 65.0 for android,nan,mobile
G3223 | UnknownOS | chrome 65.0 for android | UnknownScreen,G3223,nan,chrome 65.0 for android,nan,mobile
SM-J200M Build/LMY47X | UnknownOS | chrome 55.0 for android | UnknownScreen,SM-J200M Build/LMY47X,nan,chrome 55.0 for android,nan,mobile
KFFOWI Build/LVY48F | UnknownOS | chrome generic | UnknownScreen,KFFOWI Build/LVY48F,nan,chrome generic,nan,desktop
SM-A730F Build/NMF26X | UnknownOS | chrome 61.0 for android | UnknownScreen,SM-A730F Build/NMF26X,nan,chrome 61.0 for android,nan,mobile
LG-P714 | UnknownOS | chrome 59.0 for android | UnknownScreen,LG-P714,nan,chrome 59.0 for android,nan,mobile
SAMSUNG SM-G610M Build/MMB29K | UnknownOS | samsung browser 4.0 | UnknownScreen,SAMSUNG SM-G610M Build/MMB29K,nan,samsung browser 4.0,nan,mobile
LG-H500 Build/LRX21Y | UnknownOS | chrome 65.0 for android | UnknownScreen,LG-H500 Build/LRX21Y,nan,chrome 65.0 for android,nan,mobile
F80'S+ | UnknownOS | android webview 4.0 | UnknownScreen,F80'S+,nan,android webview 4.0,nan,mobile
EGO | UnknownOS | chrome 65.0 for android | UnknownScreen,EGO,nan,chrome 65.0 for android,nan,mobile
SM-G920I Build/NRD90M | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G920I Build/NRD90M,nan,chrome 65.0 for android,nan,mobile
SM-N950U Build/R16NW | Android 8.0.0 | chrome 65.0 for android | 2220x1081,SM-N950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1081,mobile
XT1063 Build/MPB24.65-34 | UnknownOS | chrome 65.0 for android | UnknownScreen,XT1063 Build/MPB24.65-34,nan,chrome 65.0 for android,nan,mobile
Blade V580 Build/LMY47D | UnknownOS | chrome 65.0 for android | UnknownScreen,Blade V580 Build/LMY47D,nan,chrome 65.0 for android,nan,mobile
47418 | UnknownOS | chrome 65.0 for android | UnknownScreen,47418,nan,chrome 65.0 for android,nan,mobile
SM-G955U Build/R16NW | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G955U Build/R16NW,nan,chrome 65.0 for android,nan,mobile
Moto G Play Build/NPIS26.48-36-5 | UnknownOS | chrome 65.0 for android | UnknownScreen,Moto G Play Build/NPIS26.48-36-5,nan,chrome 65.0 for android,nan,mobile
E5506 | UnknownOS | chrome 65.0 for android | UnknownScreen,E5506,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 10 | edge 15.0 | 1366x767,Windows,Windows 10,edge 15.0,1366x767,desktop
iOS Device | iOS 11.3.0 | chrome 65.0 for ios | 2048x1536,iOS Device,iOS 11.3.0,chrome 65.0 for ios,2048x1536,mobile
Lenovo PB1-750M Build/S100 | UnknownOS | chrome 65.0 for android | UnknownScreen,Lenovo PB1-750M Build/S100,nan,chrome 65.0 for android,nan,mobile
E6683 | UnknownOS | chrome 65.0 for android | UnknownScreen,E6683,nan,chrome 65.0 for android,nan,mobile
SAMSUNG SM-J700M Build/MMB29K | UnknownOS | samsung browser 4.0 | UnknownScreen,SAMSUNG SM-J700M Build/MMB29K,nan,samsung browser 4.0,nan,mobile
SM-J530GM Build/NRD90M | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-J530GM Build/NRD90M,nan,chrome 65.0 for android,nan,mobile
5051A Build/MMB29M | UnknownOS | chrome 65.0 for android | UnknownScreen,5051A Build/MMB29M,nan,chrome 65.0 for android,nan,mobile
Lenovo A6020l37 Build/LMY47V | UnknownOS | chrome 65.0 for android | UnknownScreen,Lenovo A6020l37 Build/LMY47V,nan,chrome 65.0 for android,nan,mobile
moto x4 Build/OPWS27.57-40-6 | UnknownOS | chrome 65.0 for android | UnknownScreen,moto x4 Build/OPWS27.57-40-6,nan,chrome 65.0 for android,nan,mobile
8050G Build/LMY47I | UnknownOS | chrome 65.0 for android | UnknownScreen,8050G Build/LMY47I,nan,chrome 65.0 for android,nan,mobile
LG-K530 Build/NRD90U | UnknownOS | chrome 65.0 for android | UnknownScreen,LG-K530 Build/NRD90U,nan,chrome 65.0 for android,nan,mobile
SM-E500M Build/KTU84P | UnknownOS | chrome 49.0 for android | UnknownScreen,SM-E500M Build/KTU84P,nan,chrome 49.0 for android,nan,mobile
SM-G530H Build/KTU84P | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G530H Build/KTU84P,nan,chrome 65.0 for android,nan,mobile
Kylin | UnknownOS | chrome 65.0 for android | UnknownScreen,Kylin,nan,chrome 65.0 for android,nan,mobile
rv:59.0 | Mac OS X 10.13 | firefox 59.0 | 1280x800,rv:59.0,Mac OS X 10.13,firefox 59.0,1280x800,desktop
FIG-LX3 Build/HUAWEIFIG-LX3 | UnknownOS | chrome 65.0 for android | UnknownScreen,FIG-LX3 Build/HUAWEIFIG-LX3,nan,chrome 65.0 for android,nan,mobile
SAMSUNG | UnknownOS | samsung browser 6.4 | UnknownScreen,SAMSUNG,nan,samsung browser 6.4,nan,mobile
MYA-L13 Build/HUAWEIMYA-L13 | UnknownOS | chrome 65.0 for android | UnknownScreen,MYA-L13 Build/HUAWEIMYA-L13,nan,chrome 65.0 for android,nan,mobile
SM-J320V Build/MMB29M | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-J320V Build/MMB29M,nan,chrome 65.0 for android,nan,mobile
MacOS | Mac OS X 10_12_6 | chrome 65.0 | 1440x900,MacOS,Mac OS X 10_12_6,chrome 65.0,1440x900,desktop
Hisense F23 Build/NRD90M | UnknownOS | chrome 65.0 for android | UnknownScreen,Hisense F23 Build/NRD90M,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 8.1 | chrome 65.0 | 1366x768,Windows,Windows 8.1,chrome 65.0,1366x768,desktop
rv:59.0 | Mac OS X 10.12 | firefox 59.0 | 2560x1440,rv:59.0,Mac OS X 10.12,firefox 59.0,2560x1440,desktop
SM-G900H Build/MMB29K | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G900H Build/MMB29K,nan,chrome 65.0 for android,nan,mobile
Redmi | UnknownOS | chrome generic for android | UnknownScreen,Redmi,nan,chrome generic for android,nan,mobile
SAMSUNG-SM-G925A Build/MMB29K | UnknownOS | chrome 65.0 for android | UnknownScreen,SAMSUNG-SM-G925A Build/MMB29K,nan,chrome 65.0 for android,nan,mobile
SM-P355M | UnknownOS | chrome 60.0 for android | UnknownScreen,SM-P355M,nan,chrome 60.0 for android,nan,mobile
MotoG3 Build/MPI24.65-25 | UnknownOS | chrome 52.0 for android | UnknownScreen,MotoG3 Build/MPI24.65-25,nan,chrome 52.0 for android,nan,mobile
Blade V6 Build/LRX22G | UnknownOS | chrome 65.0 for android | UnknownScreen,Blade V6 Build/LRX22G,nan,chrome 65.0 for android,nan,mobile
UnknownDevice | Linux | chrome 65.0 | 1920x1080,nan,Linux,chrome 65.0,1920x1080,desktop
F3313 Build/37.0.A.2.248 | UnknownOS | chrome 56.0 for android | UnknownScreen,F3313 Build/37.0.A.2.248,nan,chrome 56.0 for android,nan,mobile
ALP-L09 Build/HUAWEIALP-L09S | UnknownOS | samsung browser 6.4 | UnknownScreen,ALP-L09 Build/HUAWEIALP-L09S,nan,samsung browser 6.4,nan,mobile
MotoG3-TE Build/MPDS24.65-33-1-3 | UnknownOS | chrome 63.0 for android | UnknownScreen,MotoG3-TE Build/MPDS24.65-33-1-3,nan,chrome 63.0 for android,nan,mobile
Grand | UnknownOS | chrome 59.0 for android | UnknownScreen,Grand,nan,chrome 59.0 for android,nan,mobile
G3313 Build/43.0.A.7.25 | UnknownOS | chrome 65.0 for android | UnknownScreen,G3313 Build/43.0.A.7.25,nan,chrome 65.0 for android,nan,mobile
Blade V6 Plus Build/MRA58K | UnknownOS | chrome 55.0 for android | UnknownScreen,Blade V6 Plus Build/MRA58K,nan,chrome 55.0 for android,nan,mobile
ASUS_X00ID | Android 7.1.1 | chrome 65.0 for android | 1280x720,ASUS_X00ID,Android 7.1.1,chrome 65.0 for android,1280x720,mobile
SAMSUNG SM-J250M Build/NMF26X | UnknownOS | samsung browser 6.4 | UnknownScreen,SAMSUNG SM-J250M Build/NMF26X,nan,samsung browser 6.4,nan,mobile
M4 SS4451 Build/LMY47D | UnknownOS | chrome 61.0 for android | UnknownScreen,M4 SS4451 Build/LMY47D,nan,chrome 61.0 for android,nan,mobile
SP7731G | UnknownOS | other | UnknownScreen,SP7731G,nan,other,nan,mobile
rv:35.0 | UnknownOS | firefox | UnknownScreen,rv:35.0,nan,firefox,nan,desktop
Alumini3 Build/MRA58K | UnknownOS | chrome 51.0 for android | UnknownScreen,Alumini3 Build/MRA58K,nan,chrome 51.0 for android,nan,mobile
MacOS | Mac OS X 10_13_4 | chrome 65.0 | 2560x1440,MacOS,Mac OS X 10_13_4,chrome 65.0,2560x1440,desktop
MacOS | Mac OS X 10_11_6 | chrome 65.0 | 2560x1600,MacOS,Mac OS X 10_11_6,chrome 65.0,2560x1600,desktop
SAMSUNG SM-A310F Build/NRD90M | UnknownOS | samsung browser 6.4 | UnknownScreen,SAMSUNG SM-A310F Build/NRD90M,nan,samsung browser 6.4,nan,mobile
SM-T560 Build/KTU84P | UnknownOS | chrome generic | UnknownScreen,SM-T560 Build/KTU84P,nan,chrome generic,nan,desktop
4047G Build/NRD90M | UnknownOS | chrome 56.0 for android | UnknownScreen,4047G Build/NRD90M,nan,chrome 56.0 for android,nan,mobile
F8331 | UnknownOS | chrome 65.0 for android | UnknownScreen,F8331,nan,chrome 65.0 for android,nan,mobile
D5316 Build/19.4.A.0.182 | UnknownOS | chrome 65.0 for android | UnknownScreen,D5316 Build/19.4.A.0.182,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 10 | chrome 65.0 | 1600x900,Windows,Windows 10,chrome 65.0,1600x900,desktop
SM-G930F Build/NRD90M | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-G930F Build/NRD90M,nan,chrome 62.0 for android,nan,mobile
MacOS | Mac OS X 10_13_3 | chrome 65.0 | 1440x900,MacOS,Mac OS X 10_13_3,chrome 65.0,1440x900,desktop
HTC_One_M8/4.28.502.2 | UnknownOS | UnknownBrowser | UnknownScreen,HTC_One_M8/4.28.502.2,nan,nan,nan,mobile
SM-P355M Build/MMB29M | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-P355M Build/MMB29M,nan,chrome 65.0 for android,nan,mobile
BLL-L23 Build/HUAWEIBLL-L23 | UnknownOS | chrome generic for android | UnknownScreen,BLL-L23 Build/HUAWEIBLL-L23,nan,chrome generic for android,nan,mobile
SAMSUNG-SM-G925A Build/MMB29K | Android 6.0.1 | chrome 65.0 for android | 2560x1440,SAMSUNG-SM-G925A Build/MMB29K,Android 6.0.1,chrome 65.0 for android,2560x1440,mobile
SM-G570F | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G570F,nan,chrome 65.0 for android,nan,mobile
CHC-U03 Build/HuaweiCHC-U03 | UnknownOS | chrome 64.0 for android | UnknownScreen,CHC-U03 Build/HuaweiCHC-U03,nan,chrome 64.0 for android,nan,mobile
LG-H542 Build/MRA58K | UnknownOS | other | UnknownScreen,LG-H542 Build/MRA58K,nan,other,nan,mobile
Hisense E51 Build/LMY47V | UnknownOS | chrome 43.0 for android | UnknownScreen,Hisense E51 Build/LMY47V,nan,chrome 43.0 for android,nan,mobile
ALP-L09 Build/HUAWEIALP-L09 | UnknownOS | chrome 62.0 for android | UnknownScreen,ALP-L09 Build/HUAWEIALP-L09,nan,chrome 62.0 for android,nan,mobile
Redmi 4A Build/MMB29M | UnknownOS | chrome generic for android | UnknownScreen,Redmi 4A Build/MMB29M,nan,chrome generic for android,nan,mobile
UnknownDevice | UnknownOS | opera generic | UnknownScreen,nan,nan,opera generic,nan,desktop
SM-J700T1 | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-J700T1,nan,chrome 65.0 for android,nan,mobile
MacOS | Mac OS X 10_13_1 | chrome 65.0 | 1280x800,MacOS,Mac OS X 10_13_1,chrome 65.0,1280x800,desktop
SAMSUNG SM-G925I Build/NRD90M | UnknownOS | samsung browser 6.4 | UnknownScreen,SAMSUNG SM-G925I Build/NRD90M,nan,samsung browser 6.4,nan,mobile
iOS Device | iOS 11.3.0 | mobile safari generic | 2001x1125,iOS Device,iOS 11.3.0,mobile safari generic,2001x1125,mobile
Moto C Build/NRD90M.063 | UnknownOS | chrome generic for android | UnknownScreen,Moto C Build/NRD90M.063,nan,chrome generic for android,nan,mobile
SM-P600 Build/LMY47X | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-P600 Build/LMY47X,nan,chrome 64.0 for android,nan,mobile
BV8000Pro | UnknownOS | chrome 65.0 for android | UnknownScreen,BV8000Pro,nan,chrome 65.0 for android,nan,mobile
